Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Mean age at childbearing (MAC),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
Kazakhstan,398,[Total],MAC,1996.5,26.19549,Demoscope,Direct,Register,VR,578,Vital Registration,Register,1996,1996,NSO website,
Kazakhstan,398,[Total],MAC,1997.130004883,26.14066,"1999 DHS,Direct,DHS,1669-16-39167",Direct,Survey,DHS,1669,Kazakhstan 1999 Demographic and Health Survey,1999 DHS,1999,1999,DHS Statcompiler,2012
Kazakhstan,398,[Total],MAC,1997.5,26.35845,Demoscope,Direct,Register,VR,578,Vital Registration,Register,1997,1997,NSO website,
Kazakhstan,398,[Total],MAC,1998.130004883,26.18293,"1999 DHS,Direct,DHS,1669-16-39167",Direct,Survey,DHS,1669,Kazakhstan 1999 Demographic and Health Survey,1999 DHS,1999,1999,DHS Statcompiler,2012
Kazakhstan,398,[Total],MAC,1998.5,26.47492,Demoscope,Direct,Register,VR,578,Vital Registration,Register,1998,1998,NSO website,
Kazakhstan,398,[Total],MAC,1999.5,26.69628,Demoscope,Direct,Register,VR,578,Vital Registration,Register,1999,1999,NSO website,
Kazakhstan,398,[Total],MAC,2000.5,27.18586,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2000,2000,NSO website,
Kazakhstan,398,[Total],MAC,2000.502739726,26.72973,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2000,2000,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2001.5,27.18586,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2001,2001,NSO website,
Kazakhstan,398,[Total],MAC,2001.501369863,26.92935,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2001,2001,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2002.5,27.18586,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2002,2002,NSO website,
Kazakhstan,398,[Total],MAC,2002.501369863,27.15178,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2002,2002,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2003.5,27.38768,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2003,2003,NSO website,
Kazakhstan,398,[Total],MAC,2003.501369863,27.36486,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2003,2003,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2004.5,27.57042,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2004,2004,NSO website,
Kazakhstan,398,[Total],MAC,2004.502739726,27.5884,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2004,2004,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2005.5,27.18586,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2005,2005,NSO website,
Kazakhstan,398,[Total],MAC,2005.501369863,27.77027,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2005,2005,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2006.501369863,27.94586,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2006,2006,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2007.501369863,28.01619,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2007,2007,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2008.5,28.06248,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2008,2008,NSO website,
Kazakhstan,398,[Total],MAC,2008.502739726,28.08442,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2008,2008,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2009.5,28.0768,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2009,2009,NSO website,
Kazakhstan,398,[Total],MAC,2009.501369863,28.13601,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2009,2009,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2010.5,28.31515,Demoscope,Direct,Register,VR,578,Vital Registration,Register,2010,2010,NSO website,
Kazakhstan,398,[Total],MAC,2010.501369863,28.32376,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2010,2010,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2011.501369863,28.26775,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2011,2011,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2012.502739726,28.16288,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2012,2012,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2013.501369863,27.99625,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2013,2013,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2014.501369863,28.05254,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2014,2014,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2015.501369863,28.21688,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2015,2015,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2015.787671233,27.33416,"2015 MICS, Direct, Survey Final-Report",Direct,Survey,MICS,5666,Kazakhstan 2015 Multiple Indicator Cluster Survey,2015 MICS,2015,2015,"Final-Report English, Table RH.1 Fertility Rates, page 94",
Kazakhstan,398,[Total],MAC,2016.502739726,28.34973,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2016,2016,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2017.501369863,28.45628,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2017,2017,Demographic statistics,2019
Kazakhstan,398,[Total],MAC,2018.501369863,28.51055,"NSO 2019, Direct",Direct,Register,VR,578,Vital Registration,Register,2018,2018,Demographic statistics,2019
Kenya,404,[Total],MAC,1962.121492,30.99667,"1962 Census,Recent births,Census 1962 report,1152-62-39615",Recent births,Census,Census,1152,Kenya 1962 Census,1962 Census,1962,1962,Census 1962 report,1990
Kenya,404,[Total],MAC,1969.146132,30.20395,"1969 Census,Recent births,The Population of Kenya, Uganda and Tanzania 1975 report,1058-62-39621",Recent births,Census,Census,1058,Kenya 1969 Census,1969 Census,1969,1969,"The Population of Kenya, Uganda and Tanzania 1975 report",1975
Kenya,404,[Total],MAC,1970.5,29.36129,"1977-1978 WFS,Birth Histories,KFS 1977-78,753-63-39620",Birth histories,Survey,WFS,753,Kenya 1977-1978 World Fertility Survey,1977-1978 WFS,1977,1978,Kenya Fertility Survey 1977-78,1980
Kenya,404,[Total],MAC,1971.663940430,29.82063,"1989 DHS,Birth Histories (Extrapolated),DHS,1822-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1822,Kenya 1989 Demographic and Health Survey,1989 DHS,1988,1989,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1975.5,30.06503,"1977-1978 WFS,Birth Histories,KFS 1977-78,753-63-39620",Birth histories,Survey,WFS,753,Kenya 1977-1978 World Fertility Survey,1977-1978 WFS,1977,1978,Kenya Fertility Survey 1977-78,1980
Kenya,404,[Total],MAC,1975.876342773,30.24898,"1993 DHS,Birth Histories (Extrapolated),DHS,1823-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1823,Kenya 1993 Demographic and Health Survey,1993 DHS,1993,1993,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1976.5,29.88303,"1977-1978 WFS,Birth Histories,KFS 1977-78,753-63-39620",Birth histories,Survey,WFS,753,Kenya 1977-1978 World Fertility Survey,1977-1978 WFS,1977,1978,Kenya Fertility Survey 1977-78,1980
Kenya,404,[Total],MAC,1976.663940430,29.9308,"1989 DHS,Birth Histories (Extrapolated),DHS,1822-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1822,Kenya 1989 Demographic and Health Survey,1989 DHS,1988,1989,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1980.83203125,29.09962,"1998 DHS,Birth Histories (Extrapolated),DHS,1824-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1824,Kenya 1998 Demographic and Health Survey,1998 DHS,1998,1998,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1980.876342773,30.28545,"1993 DHS,Birth Histories (Extrapolated),DHS,1823-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1823,Kenya 1993 Demographic and Health Survey,1993 DHS,1993,1993,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1981.663940430,29.69545,"1989 DHS,Birth Histories (Extrapolated),DHS,1822-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1822,Kenya 1989 Demographic and Health Survey,1989 DHS,1988,1989,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1984,29.78869,"1984 CPS,Recent births,1984 CPS,2743-62-39619",Recent births,Survey,CPS,2743,Kenya 1984 Contraceptive Prevalence Survey,1984 CPS,1984,1984,Kenya Contraceptive Prevalence Survey 1984,1989
Kenya,404,[Total],MAC,1985.830078125,29.28076,"1998 DHS,Birth Histories (Extrapolated),DHS,1824-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1824,Kenya 1998 Demographic and Health Survey,1998 DHS,1998,1998,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1985.876342773,30.20181,"1993 DHS,Birth Histories (Extrapolated),DHS,1823-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1823,Kenya 1993 Demographic and Health Survey,1993 DHS,1993,1993,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1985.999023438,29.53072,"2003 DHS,Birth Histories (Extrapolated),DHS,1692-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1692,Kenya 2003 Demographic and Health Survey,2003 DHS,2003,2003,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1986.663940430,29.11194,"1989 DHS,Direct,DHS,1822-16-39167",Direct,Survey,DHS,1822,Kenya 1989 Demographic and Health Survey,1989 DHS,1988,1989,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1987.663940430,28.97787,"1989 DHS,Direct,DHS,1822-16-39167",Direct,Survey,DHS,1822,Kenya 1989 Demographic and Health Survey,1989 DHS,1988,1989,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1989.14887,28.19254,"1989 Census,Relational Gompertz model,1989 Census,1315-153-39617",Relational Gompertz model,Census,Census,1315,Kenya 1989 Census,1989 Census,1989,1989,Kenya 1989 Housing and Population Census,1996
Kenya,404,[Total],MAC,1989.14887,29.90987,"1989 Census,Recent births,1989 Census,1315-62-39617",Recent births,Census,Census,1315,Kenya 1989 Census,1989 Census,1989,1989,Kenya 1989 Housing and Population Census,1996
Kenya,404,[Total],MAC,1990.830078125,29.14386,"1998 DHS,Birth Histories (Extrapolated),DHS,1824-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1824,Kenya 1998 Demographic and Health Survey,1998 DHS,1998,1998,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1990.876342773,29.49735,"1993 DHS,Direct,DHS,1823-16-39167",Direct,Survey,DHS,1823,Kenya 1993 Demographic and Health Survey,1993 DHS,1993,1993,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1991.003417969,29.3772,"2003 DHS,Birth Histories (Extrapolated),DHS,1692-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1692,Kenya 2003 Demographic and Health Survey,2003 DHS,2003,2003,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1991.5,29.58877,"2008-2009 DHS,Birth Histories (Extrapolated),DHS,4689-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,4689,Kenya 2008-2009 Demographic and Health Survey,2008-2009 DHS,2008,2009,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1991.875,29.52966,"1993 DHS,Direct,DHS,1823-16-39167",Direct,Survey,DHS,1823,Kenya 1993 Demographic and Health Survey,1993 DHS,1993,1993,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1995.830078125,28.33422,"1998 DHS,Direct,DHS,1824-16-39167",Direct,Survey,DHS,1824,Kenya 1998 Demographic and Health Survey,1998 DHS,1998,1998,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1995.999023438,29.03832,"2003 DHS,Birth Histories (Extrapolated),DHS,1692-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1692,Kenya 2003 Demographic and Health Survey,2003 DHS,2003,2003,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1996.499755859,29.28635,"2008-2009 DHS,Birth Histories (Extrapolated),DHS,4689-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,4689,Kenya 2008-2009 Demographic and Health Survey,2008-2009 DHS,2008,2009,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1996.83203125,28.31297,"1998 DHS,Direct,DHS,1824-16-39167",Direct,Survey,DHS,1824,Kenya 1998 Demographic and Health Survey,1998 DHS,1998,1998,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1997.069946289,29.13569,"2014 DHS,Birth Histories (Extrapolated),DHS,5780-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5780,Kenya 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Kenya,404,[Total],MAC,1999.146132,27.9672,"1999 Census,Relational Gompertz model,1999 Census,1128-153-39618",Relational Gompertz model,Census,Census,1128,Kenya 1999 Census,1999 Census,1999,1999,Kenya 1999 Housing and Population Census,2002
Kenya,404,[Total],MAC,1999.146132,28.26725,"1999 Census,Recent births,1999 Census,1128-62-39618",Recent births,Census,Census,1128,Kenya 1999 Census,1999 Census,1999,1999,Kenya 1999 Housing and Population Census,2002
Kenya,404,[Total],MAC,2000.999023438,28.61446,"2003 DHS,Direct,DHS,1692-16-39167",Direct,Survey,DHS,1692,Kenya 2003 Demographic and Health Survey,2003 DHS,2003,2003,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2001.499755859,28.83111,"2008-2009 DHS,Birth Histories (Extrapolated),DHS,4689-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,4689,Kenya 2008-2009 Demographic and Health Survey,2008-2009 DHS,2008,2009,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2002.000732422,28.50307,"2003 DHS,Direct,DHS,1692-16-39167",Direct,Survey,DHS,1692,Kenya 2003 Demographic and Health Survey,2003 DHS,2003,2003,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2002.069946289,28.95362,"2014 DHS,Birth Histories (Extrapolated),DHS,5780-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5780,Kenya 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2006.5,28.35963,"2008-2009 DHS,Direct,DHS,4689-16-39167",Direct,Survey,DHS,4689,Kenya 2008-2009 Demographic and Health Survey,2008-2009 DHS,2008,2009,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2007.069946289,28.80769,"2014 DHS,Birth Histories (Extrapolated),DHS,5780-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5780,Kenya 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2007.5,28.40461,"2008-2009 DHS,Direct,DHS,4689-16-39167",Direct,Survey,DHS,4689,Kenya 2008-2009 Demographic and Health Survey,2008-2009 DHS,2008,2009,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2012.069946289,28.2284,"2014 DHS,Direct,DHS,5780-16-39167",Direct,Survey,DHS,5780,Kenya 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2013.069946289,28.14103,"2014 DHS,Direct,DHS,5780-16-39167",Direct,Survey,DHS,5780,Kenya 2014 Demographic and Health Survey,2014 DHS,2014,2014,DHS Statcompiler,2012
Kenya,404,[Total],MAC,2014,27.86716,"2015 MIS,Direct,DHS,5811-16-39167",Direct,Survey,MIS,5811,Kenya 2015 Malaria Indicators Survey,2015 MIS,2015,2015,DHS Statcompiler,2012
Kiribati,296,[Total],MAC,1966.447296,29.71695,"1978 Census,Own-children method,1978 census report,2379-124-39583",Own-children method,Census,Census,2379,Kiribati 1978 Census,1978 Census,1978,1978,1978 census report,1980
Kiribati,296,[Total],MAC,1971.447296,29.38965,"1978 Census,Own-children method,1978 census report,2379-124-39583",Own-children method,Census,Census,2379,Kiribati 1978 Census,1978 Census,1978,1978,1978 census report,1980
Kiribati,296,[Total],MAC,1972.858658,28.97456,"1985 Census,Own-children method,1985 census,2380-124-39588",Own-children method,Census,Census,2380,Kiribati 1985 Census,1985 Census,1985,1985,Kiribati 1985 census,1994
Kiribati,296,[Total],MAC,1973.436344,28.90715,"1973 Census,Recent births,Fertility Change and Differentials in Kiribati,2378-62-39587",Recent births,Census,Census,2378,Kiribati 1973 Census,1973 Census,1973,1973,Fertility Change and Differentials in Kiribati,1995
Kiribati,296,[Total],MAC,1976.447296,29.10398,"1978 Census,Own-children method,1978 census report,2379-124-39583",Own-children method,Census,Census,2379,Kiribati 1978 Census,1978 Census,1978,1978,1978 census report,1980
Kiribati,296,[Total],MAC,1977.858658,29.53452,"1985 Census,Own-children method,1985 census,2380-124-39588",Own-children method,Census,Census,2380,Kiribati 1985 Census,1985 Census,1985,1985,Kiribati 1985 census,1994
Kiribati,296,[Total],MAC,1978.447296,29.43364,"1978 Census,Recent births,1978 census report,2379-62-39583",Recent births,Census,Census,2379,Kiribati 1978 Census,1978 Census,1978,1978,1978 census report,1980
Kiribati,296,[Total],MAC,1982.858658,29.7168,"1985 Census,Own-children method,1985 census,2380-124-39588",Own-children method,Census,Census,2380,Kiribati 1985 Census,1985 Census,1985,1985,Kiribati 1985 census,1994
Kiribati,296,[Total],MAC,1984.858658,29.57547,"1985 Census,Recent births,1985 census report ,2380-62-39586",Recent births,Census,Census,2380,Kiribati 1985 Census,1985 Census,1985,1985,1985 census report,1995
Kiribati,296,[Total],MAC,1990.351471,30.33518,"1990 Census,Recent births,Fertility Change and Differentials in Kiribati,2381-62-39587",Recent births,Census,Census,2381,Kiribati 1990 Census,1990 Census,1990,1990,Fertility Change and Differentials in Kiribati,1995
Kiribati,296,[Total],MAC,1992.339726027,30.516,2009 DHS (Extrapolated Birth Histories),Extrapolated from Truncated Birth Histories,Survey,DHS,5444,Kiribati 2009 Demographic and Health Survey,2009 DHS,2009,2009,Kiribati Demographic and Health Survey 2009,2010
Kiribati,296,[Total],MAC,1997.339726027,30.42473,2009 DHS (Extrapolated Birth Histories),Extrapolated from Truncated Birth Histories,Survey,DHS,5444,Kiribati 2009 Demographic and Health Survey,2009 DHS,2009,2009,Kiribati Demographic and Health Survey 2009,2010
Kiribati,296,[Total],MAC,2000.354209,29.78792,"2000 Census,P/F Ratio method (Arriaga),2000 census,2383-149-39590",P/F Ratio method (Arriaga),Census,Census,2383,Kiribati 2000 Census,2000 Census,2000,2000,Kiribati 2000 census,2007
Kiribati,296,[Total],MAC,2002.339726027,29.16235,2009 DHS (Extrapolated Birth Histories),Extrapolated from Truncated Birth Histories,Survey,DHS,5444,Kiribati 2009 Demographic and Health Survey,2009 DHS,2009,2009,Kiribati Demographic and Health Survey 2009,2010
Kiribati,296,[Total],MAC,2005.348733,29.62012,"2005 Census,P/F Ratio method (Arriaga),2005 Census,2384-149-39591",P/F Ratio method (Arriaga),Census,Census,2384,Kiribati 2005 Census,2005 Census,2005,2005,Kiribati 2005 census,2007
Kiribati,296,[Total],MAC,2007.339726027,29.23913,2009 DHS (Direct),Birth histories,Survey,DHS,5444,Kiribati 2009 Demographic and Health Survey,2009 DHS,2009,2009,Kiribati Demographic and Health Survey 2009,2010
Kiribati,296,[Total],MAC,2008.339726027,29.08203,2009 DHS (Direct),Birth histories,Survey,DHS,5444,Kiribati 2009 Demographic and Health Survey,2009 DHS,2009,2009,Kiribati Demographic and Health Survey 2009,2010
Kiribati,296,[Total],MAC,2010.27,29.72512,2010 Census D,Recent births,Census,Census,4859,Kiribati 2010 Census,2010 Census,2010,2010,2010 Census Report-Volume-2.pdf / Table 4.2,
Kiribati,296,[Total],MAC,2010.27,29.24531,2010 Census Adj,Fertility data (adjusted),Census,Census,4859,Kiribati 2010 Census,2010 Census,2010,2010,2010 Census Report-Volume-2.pdf / Table 4.3,
Kuwait,414,[Total],MAC,1994,30.30207,"1996 FHS,Birth Histories data,Report",Birth histories,Survey,GFHS,815,Kuwait 1996 Family Health Survey,1996 FHS,1996,1996,"Yousef Alnesef, Rashed Al-Rashoud and Samir Faird. Kuwait Family Health Survey. State of Kuwait. 2000.pp.115, table 8.14",2000
Kuwait,414,[Total],MAC,2016.502739726,28.39572,NSO 2016,Direct,Register,VR,582,Vital Registration,Register,2016,2016,Annual Bulletin of Vital Statistics. Births and Death 2016,2016
Kuwait,414,[Total],MAC,2017.501369863,29.45849,NSO 2019,Direct,Register,VR,582,Vital Registration,Register,2017,2017,Annual Bulletin of Vital Statistics. Births and Death 2017,2019
Kyrgyzstan,417,[Total],MAC,1959,30.11199,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1959,1959,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1965,30.38208,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1965,1965,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1970,29.8473,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1970,1970,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1975,29.73329,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1975,1975,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1980,28.66757,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1980,1980,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1980.248046875,28.57689,"1997 DHS,Birth Histories (Extrapolated),DHS,1782-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1782,Kyrgyzstan 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,1981,28.4863,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1981,1981,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1982,28.18037,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1982,1982,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1983,28.15473,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1983,1983,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1984,28.24112,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1984,1984,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1985,28.13172,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1985,1985,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1985.248046875,28.26911,"1997 DHS,Birth Histories (Extrapolated),DHS,1782-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1782,Kyrgyzstan 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,1986,28.0863,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1986,1986,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1987.5,28.12181,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1987,1987,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1988.5,28.01748,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1988,1988,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1989.5,27.51444,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1989,1989,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1989.5,27.74848,Demoscope,Direct,Register,VR,583,Vital Registration,Register,1989,1989,NSO website,
Kyrgyzstan,417,[Total],MAC,1990.248046875,27.56815,"1997 DHS,Birth Histories (Extrapolated),DHS,1782-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1782,Kyrgyzstan 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,1990.5,27.28685,"Register, Direct, COE (1992)",Direct,Register,VR,583,Vital Registration,Register,1990,1990,"Council of Europe (COE) 1992, Recent Demographic Developments in Europe and North America",1992
Kyrgyzstan,417,[Total],MAC,1992.5,26.93478,Demoscope,Direct,Register,VR,583,Vital Registration,Register,1992,1992,NSO website,
Kyrgyzstan,417,[Total],MAC,1995.248046875,26.33024,"1997 DHS,Direct,DHS,1782-16-39167",Direct,Survey,DHS,1782,Kyrgyzstan 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,1995.260009766,27.33617,"2012 DHS,Birth Histories (Extrapolated),DHS,5457-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5457,Kyrgyzstan 2012 Demographic and Health Survey,2012 DHS,2012,2012,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,1995.5,27.0631,Demoscope,Direct,Register,VR,583,Vital Registration,Register,1995,1995,NSO website,
Kyrgyzstan,417,[Total],MAC,1996.248046875,26.38559,"1997 DHS,Direct,DHS,1782-16-39167",Direct,Survey,DHS,1782,Kyrgyzstan 1997 Demographic and Health Survey,1997 DHS,1997,1997,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,1996.5,27.0603,Demoscope,Direct,Register,VR,583,Vital Registration,Register,1996,1996,NSO website,
Kyrgyzstan,417,[Total],MAC,1998.5,27.36293,Demoscope,Direct,Register,VR,583,Vital Registration,Register,1998,1998,NSO website,
Kyrgyzstan,417,[Total],MAC,1999.5,27.47213,Demoscope,Direct,Register,VR,583,Vital Registration,Register,1999,1999,NSO website,
Kyrgyzstan,417,[Total],MAC,2000.260009766,27.33473,"2012 DHS,Birth Histories (Extrapolated),DHS,5457-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5457,Kyrgyzstan 2012 Demographic and Health Survey,2012 DHS,2012,2012,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,2000.5,27.48765,Demoscope,Direct,Register,VR,583,Vital Registration,Register,2000,2000,NSO website,
Kyrgyzstan,417,[Total],MAC,2001.5,27.365,Demoscope,Direct,Register,VR,583,Vital Registration,Register,2001,2001,NSO website,
Kyrgyzstan,417,[Total],MAC,2002.5,27.89176,Demoscope,Direct,Register,VR,583,Vital Registration,Register,2002,2002,NSO website,
Kyrgyzstan,417,[Total],MAC,2003.5,27.86281,Demoscope,Direct,Register,VR,583,Vital Registration,Register,2003,2003,NSO website,
Kyrgyzstan,417,[Total],MAC,2004.5,27.96334,Demoscope,Direct,Register,VR,583,Vital Registration,Register,2004,2004,NSO website,
