Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Total fertility (TFR),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
Iran,364,[Total],TFR,2016.5,2.11,"Estimates,Direct,DYB,2124-16-41298",Direct,Estimate,Estimate,2124,All sources of estimates,Estimates,2016,2016,Demographic Yearbook,2018
Iraq,368,[Total],TFR,1950.281005859,7.961753,"1957 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,389,Iraq 1957 Census,1957 Census,1957,1957,United Nations Population Division,2013
Iraq,368,[Total],TFR,1951.281005859,7.552734,"1957 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,389,Iraq 1957 Census,1957 Census,1957,1957,United Nations Population Division,2013
Iraq,368,[Total],TFR,1951.286010742,6.622078,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1952.281005859,7.632207,"1957 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,389,Iraq 1957 Census,1957 Census,1957,1957,United Nations Population Division,2013
Iraq,368,[Total],TFR,1952.286010742,6.827319,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1953.281005859,8.025673,"1957 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,389,Iraq 1957 Census,1957 Census,1957,1957,United Nations Population Division,2013
Iraq,368,[Total],TFR,1953.286010742,8.143434,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1954.281005859,7.972049,"1957 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,389,Iraq 1957 Census,1957 Census,1957,1957,United Nations Population Division,2013
Iraq,368,[Total],TFR,1954.286010742,6.699654,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1955.281005859,8.2384,"1957 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,389,Iraq 1957 Census,1957 Census,1957,1957,United Nations Population Division,2013
Iraq,368,[Total],TFR,1955.286010742,9.498739,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1956.281005859,6.523987,"1957 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,389,Iraq 1957 Census,1957 Census,1957,1957,United Nations Population Division,2013
Iraq,368,[Total],TFR,1956.286010742,6.292557,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1957.281005859,5.512051,"1957 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,389,Iraq 1957 Census,1957 Census,1957,1957,United Nations Population Division,2013
Iraq,368,[Total],TFR,1957.286010742,7.993008,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1958.286010742,7.031598,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1959.286010742,8.003217,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1960.286010742,8.972174,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1961.286010742,8.020117,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1962.286010742,8.869157,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1963.286010742,8.911834,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1963.295043945,7.049984,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1964.286010742,7.257524,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1964.295043945,7.624,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1965.286010742,6.211357,"1965 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,United Nations Population Division,2013
Iraq,368,[Total],TFR,1965.295043945,8.111328,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1965.5,7.175,"1965 Census,Stable population,Report",Stable population,Census,Census,1181,Iraq 1965 Census,1965 Census,1965,1965,"K.C. Zachariah, 1970: Use of census data for estimating demographic measures of Iraq"" in Demographic Measures and Population growth for Arab Countries, Cairo Demographic Center, Research Monograph Series-UARI, No.1, p.47",1970
Iraq,368,[Total],TFR,1966.295043945,8.416354,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1967.295043945,8.636428,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1968.295043945,8.776792,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1969.295043945,8.819898,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1970.295043945,8.8385,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1971.295043945,8.844863,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1972.295043945,8.802774,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1973.293956044,8.041782,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1973.295043945,8.43293,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1974.293956044,7.905667,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1974.295043945,8.19452,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1974.5,7.127,"1974 FS,Recent births,Report",Recent births,Survey,Survey,15,Iraq 1974 Fertility Survey,1974 FS,1974,1974,"UN ECWA (1980). The Population Situation in the ECWA Region, IRAQ. Beirut",1980
Iraq,368,[Total],TFR,1975.293956044,7.809502,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1975.295043945,7.926407,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1976.293956044,7.761851,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1976.295043945,7.636783,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1977.293956044,7.759508,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1977.295043945,8.02798,"1977 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,1496,Iraq 1977 Census,1977 Census,1977,1977,United Nations Population Division,2013
Iraq,368,[Total],TFR,1977.5,4.13,"Estimates,Direct,DYB,2125-16-53",Direct,Estimate,Estimate,2125,All sources of estimates,Estimates,1977,1977,Demographic Yearbook,2000
Iraq,368,[Total],TFR,1978.293956044,7.715826,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1979.293956044,7.639607,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1980.293956044,7.572921,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1981.293956044,7.513141,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1982.293956044,7.455738,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1983.293956044,7.380442,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1984.293956044,7.253017,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1984.5,6.922,"Estimates,Official estimates,Report",Official estimates,Estimate,Estimate,2125,All sources of estimates,Estimates,1984,1984,United Nations ESCWA (1985) - Demographic and Related Socio-Economic Data Sheets [No 4 - 1985].pdf - Table 2 p. 54,1985
Iraq,368,[Total],TFR,1985.293956044,7.136627,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1986.202739726,7.417373,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1986.293956044,7.036116,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1987,6.1468,"Estimates,Official estimates (nationals),Report",Official estimates,Estimate,Estimate,2125,All sources of estimates,Estimates,1987,1987,United Nations ESCWA (1989) - Demographic and Related Socio-Economic Data Sheets [No 6 - 1989].pdf - Table 3 p. 54,1989
Iraq,368,[Total],TFR,1987.202739726,6.973193,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1987.293956044,6.994663,"1987 Census,Arriaga-Mortara CEB method,Computed",Arriaga-Mortara CEB method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2008
Iraq,368,[Total],TFR,1987.293956044,6.741292,"1987 Census,Reverse survival methods,Computed",Reverse survival method,Census,Census,209,Iraq 1987 Census,1987 Census,1987,1987,United Nations Population Division,2013
Iraq,368,[Total],TFR,1988.202739726,6.877584,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1989.202739726,6.959428,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1990.202739726,7.7998,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1990.5,7.3,"Estimates,Direct,DYB,2125-16-61",Direct,Estimate,Estimate,2125,All sources of estimates,Estimates,1990,1990,Demographic Yearbook,2008
Iraq,368,[Total],TFR,1991.202739726,6.938655,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1991.5,3.8605,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1991,1991,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1992.202739726,6.412871,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1992.5,3.916,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1992,1992,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1993.202739726,6.368495,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1993.5,4.1805,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1993,1993,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1994.202739726,6.112083,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1994.5,3.1345,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1994,1994,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1995.202739726,5.670436,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1995.5,3.226,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1995,1995,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1995.5,3.2,"Estimates,Direct,DYB,2125-16-61",Direct,Estimate,Estimate,2125,All sources of estimates,Estimates,1995,1995,Demographic Yearbook,2008
Iraq,368,[Total],TFR,1996.202739726,4.943844,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1996.5,3.572,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1996,1996,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1996.739990234,5.914428,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,1997.202739726,5.744574,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1997.291992188,4.697846,"1997 Census,Recent births,Computed",Recent births,Census,Census,251,Iraq 1997 Census,1997 Census,1997,1997,United Nations Population Division,2008
Iraq,368,[Total],TFR,1997.5,3.4645,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1997,1997,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1997.739990234,5.619094,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,1998.202739726,4.657471,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1998.5,3.319,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1998,1998,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1998.739990234,5.225272,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,1999.202739726,4.874968,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,1999.5,3.294,"Register,Computed rate from reported ASFR,Report",Computed rate from reported ASFR,Register,VR,588,Vital Registration,Register,1999,1999,"Vital Statistics Bulletin for the ESCWA Region, Sixth Issue, March 2004",2004
Iraq,368,[Total],TFR,1999.739990234,5.43979,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2000.202739726,4.738,"2000 MICS,Recent births,Computed",Recent births,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2008
Iraq,368,[Total],TFR,2000.202739726,4.827353,"2000 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,4439,Iraq 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Iraq,368,[Total],TFR,2000.5,2.7,"Estimates,Direct,DYB,2125-16-61",Direct,Estimate,Estimate,2125,All sources of estimates,Estimates,2000,2000,Demographic Yearbook,2008
Iraq,368,[Total],TFR,2000.739990234,5.302679,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2001.739990234,5.158977,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2002.739990234,4.778796,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2003.739990234,4.716859,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2004.739990234,4.996911,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2005.739990234,4.79944,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2006.14,6.198714,"2006-2007 FHS,Arriaga-Mortara CEB method,Computed",Arriaga-Mortara CEB method,Survey,Survey,197,Iraq 2006-2007 Family Health Survey,2006-2007 FHS,2006,2007,United Nations Population Division,2012
Iraq,368,[Total],TFR,2006.739990234,4.294849,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2007.739990234,4.41465,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2008.739990234,4.413618,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2009.739990234,4.263415,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Iraq,368,[Total],TFR,2010.739990234,4.139536,"2011 MICS,Reverse survival methods,Computed",Reverse survival method,Survey,MICS,5334,Iraq 2011 Multiple Indicator Cluster Survey,2011 MICS,2011,2011,United Nations Population Division,2013
Ireland,372,[Total],TFR,1955.5,3.3945,"Register,Fertility data (Adjusted),HFC-STAT,598-126-40936",Fertility data (adjusted),Register,VR,598,Vital Registration,Register,1955,1955,Report on Vital Statistics 2001,2003
Ireland,372,[Total],TFR,1956.5,3.4085,"Register,Fertility data (Adjusted),HFC-STAT,598-126-40936",Fertility data (adjusted),Register,VR,598,Vital Registration,Register,1956,1956,Report on Vital Statistics 2001,2003
Ireland,372,[Total],TFR,1957.5,3.5165,"Register,Fertility data (Adjusted),HFC-STAT,598-126-40936",Fertility data (adjusted),Register,VR,598,Vital Registration,Register,1957,1957,Report on Vital Statistics 2001,2003
Ireland,372,[Total],TFR,1958.5,3.5225,"Register,Fertility data (Adjusted),HFC-STAT,598-126-40936",Fertility data (adjusted),Register,VR,598,Vital Registration,Register,1958,1958,Report on Vital Statistics 2001,2003
Ireland,372,[Total],TFR,1959.5,3.6385,"Register,Fertility data (Adjusted),HFC-STAT,598-126-40936",Fertility data (adjusted),Register,VR,598,Vital Registration,Register,1959,1959,Report on Vital Statistics 2001,2003
Ireland,372,[Total],TFR,1960.5,3.78225,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1960,1960,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1961.5,3.7831,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1961,1961,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1962.5,3.91825,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1962,1962,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1963.5,4.01325,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1963,1963,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1964.5,4.06885,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1964,1964,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1965.5,4.03565,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1965,1965,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1966.5,3.9363,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1966,1966,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1967.5,3.8366,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1967,1967,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1968.5,3.7686,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1968,1968,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1969.5,3.8304,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1969,1969,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1970.5,3.85245,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1970,1970,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1971.5,3.93185,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1971,1971,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1972.5,3.84085,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1972,1972,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1973.5,3.7065,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1973,1973,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1974.5,3.58495,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1974,1974,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1975.5,3.3683,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1975,1975,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1976.5,3.2862,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1976,1976,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1977.5,3.24425,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1977,1977,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1978.5,3.2126,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1978,1978,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1979.5,3.21455,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1979,1979,"Eurostat Statistics, Total Fertility Rates",2019
Ireland,372,[Total],TFR,1980.5,3.20615,Eurostat.20190531,Official estimates,Estimate,Estimate,2126,All sources of estimates,Estimates,1980,1980,"Eurostat Statistics, Total Fertility Rates",2019
